Points "B_1 spline" "B_1 Derivative" "B_2 spline"
1.028 2.03160478627626 1.15059774420517 2.07430510732478
1.056 2.06444788043566 1.19559599189937 2.14787781491629
1.084 2.09857267991992 1.2421494860802 2.22070332336321
1.112 2.1340228070525 1.29026217430781 2.29276560896352
1.14 2.17084186667152 1.3399286010205 2.36404735442868
1.168 2.20907316019931 1.39113225813673 2.43452987727417
1.196 2.24875935076778 1.44384373596238 2.50419305601755
1.224 2.28994207360296 1.49801865987699 2.5730152543408
1.252 2.33266148548058 1.55359539951743 2.64097324341485
1.28 2.37695574671998 1.61049253925009 2.70804212262941
1.308 2.42286042891018 1.6686061018374 2.77419523902264
1.336 2.47040784139414 1.72780652160971 2.83940410576132
1.364 2.51962626951331 1.78793536942698 2.90363832008553
1.392 2.5705391177836 1.84880183956815 2.96686548120025
1.42 2.62316395159346 1.91017901875074 3.02905110867226
1.448 2.67751143175049 1.97179997010374 3.09015856197292
1.476 2.73358413733209 2.03335368042911 3.15014896189669
1.504 2.79137527390332 2.09448093779412 3.2089811146814
1.532 2.850867266344 2.15477022862784 3.26661143975914
1.56 2.91203023837468 2.21375376916101 3.32299390217629
1.588 2.97482038448696 2.2709038151731 3.37807995083659
1.616 3.03917824445933 2.32562942625881 3.43181846384238
1.644 3.10502689605424 2.37727389550893 3.48415570233461
1.672 3.1722700879003 2.42511309147735 3.53503527436117
1.7 3.24079034197653 2.46835499487787 3.58439811043415
1.728 3.31044706349371 2.5061407452652 3.63218245256707
1.756 3.3810747051898 2.53754753991575 3.67832385871223
1.784 3.45248104290802 2.56159374437553 3.72275522464137
1.812 3.5244456294716 2.57724657709049 3.7654068254288
1.84 3.59671850383697 2.58343271398259 3.80620637879959
1.868 3.66901924167421 2.57905211724749 3.84507913269326
1.896 3.74103644111124 2.5629953205847 3.88194797946054
1.924 3.81242774246511 2.53416429578235 3.91673359915246
1.952 3.88282048233271 2.4914968798069 3.94935463437081
1.98 3.95181307932863 2.43399455646053 3.9797278991222
2.008 4.01897723996585 2.36075316486421 4.00776862404706
2.036 4.08386105773457 2.27099585551063 4.03339074027426
2.064 4.14599305567103 2.16410734556658 4.05650720397472
2.092 4.20488719236493 2.03966825612759 4.07703036344762
2.12 4.26004881374078 1.89748806803377 4.09487237026386
2.148 4.31098148907478 1.73763503640927 4.1099456356093
2.176 4.35719462136269 1.56046128592465 4.12216333250961
2.204 4.39821167192009 1.36662129631216 4.13143994407763
2.232 4.43357879026313 1.15708210332826 4.13769185730072
2.26 4.46287359668685 0.933123797559089 4.14083800118209
2.288 4.48571383053548 0.696329302856267 4.14080052726871
2.316 4.50176555575653 0.448562943035725 4.13750552974646
2.344 4.51075061012141 0.191937928781813 4.13088380137005
2.372 4.51245299756978 -0.0712264293300793 4.12087162053375
2.4 4.50672395513643 -0.338456307849482 4.10741156379605
2.428 4.49348547582179 -0.607181683281129 4.09045333716701
2.456 4.47273213383896 -0.874798822488437 4.06995461847531
2.484 4.44453113466354 -1.13873410313049 4.04588190217951
2.512 4.40902059385273 -1.39650622320673 4.0182113371047
2.54 4.36640612973331 -1.64578398089127 3.98692954680296
2.568 4.31695592988572 -1.88443713005901 3.95203442158657
2.596 4.26099451465062 -2.11057830887438 3.91353587079981
2.624 4.19889546863434 -2.32259464812693 3.87145652360842
2.652 4.13107344092465 -2.51916833319396 3.82583236652593
2.68 4.0579757256847 -2.69928605783357 3.77671330608483
2.708 3.98007372783896 -2.86223791467778 3.72416364551844
2.736 3.89785459595195 -3.0076067731663 3.6682624650561
2.764 3.81181326937986 -3.13524957267284 3.60910389645349
2.792 3.72244514316115 -3.2452721947103 3.54679728367405
2.82 3.63023950584104 -3.33799967617599 3.4814672231905
2.848 3.5356738561792 -3.41394350041284 3.41325347915968
2.876 3.43920915761272 -3.47376757744394 3.34231077070234
2.904 3.34128604686892 -3.51825432635632 3.26880843064615
2.932 3.24232197689314 -3.54827202939763 3.19292993731051
2.96 3.1427092451691 -3.56474436463157 3.11487232316528
2.988 3.04281383679065 -3.56862276358837 3.03484546641889
3.016 2.94297499698476 -3.56086199874258 2.95307127371777
3.044 2.8435054394927 -3.54239919402721 2.869782764105
3.072 2.74469209434971 -3.51413627622627 2.78522306613112
3.1 2.64679730011231 -3.47692574805961 2.69964434147991
3.128 2.55006035039918 -3.43155956403319 2.6133066496224
3.156 2.45469931173726 -3.37876082434152 2.52647676880843
3.184 2.3609130382492 -3.31917796565455 2.43942698912569
3.212 2.26888331793418 -3.25338111525817 2.35243389339198
3.24 2.17877709458045 -3.18186028147854 2.26577714130136
3.268 2.09074871824787 -3.10502507368884 2.17973827153623
3.296 2.00494218544496 -3.02320567514405 2.09459953551387
3.324 1.9214933373816 -2.93665482778842 2.01064277509531
3.352 1.8405319908816 -2.84555062711864 1.9281483549947
3.38 1.76218398163645 -2.74999996492967 1.84739415883994
3.408 1.68657310347406 -2.65004249666983 1.7686546559075
3.436 1.61382293024587 -2.54565504702604 1.69220004354346
3.464 1.54405850886974 -2.43675640146 1.61829546824503
3.492 1.47740791309058 -2.3232124622006 1.54720032636633
3.52 1.41400364773388 -2.20484177431469 1.47916764347853
3.548 1.35398389273627 -2.08142145065857 1.4144435295996
3.576 1.29749357515443 -1.95269354349732 1.35326670585136
3.604 1.24468525580214 -1.81837192506468 1.29586809662932
